Record Date,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount
5/31/19,Department of Commerce,959073278.4,7752926954,5222397361
5/31/19,Undistributed Offsetting Receipts:,null,null,null
5/31/19,Interest,-5158910652,-77863472032,-78952599746
5/31/19,Other,-7414009764,-71038580301,-65975230892
5/31/19,Total Outlays,4.39833E+11,3.01354E+12,2.75677E+12
5/31/19,(On-Budget),3.52744E+11,2.40701E+12,2.19034E+12
5/31/19,(Off-Budget),87089383278,6.06535E+11,5.6643E+11
5/31/19,Surplus (+) or Deficit (-),-2.07768E+11,-7.38639E+11,-5.32242E+11
5/31/19,(On-Budget),-1.94514E+11,-7.37149E+11,-5.40357E+11
5/31/19,Department of Veterans Affairs,27119756051,1.40928E+11,1.14702E+11
5/31/19,Corps of Engineers,295654506.8,4272043150,3710659161
5/31/19,Other Defense Civil Programs,9038703019,45238160022,35755871564
5/31/19,Budget Receipts,null,null,null
5/31/19,Individual Income Taxes,1.03692E+11,1.16033E+12,1.14314E+12
5/31/19,Corporation Income Taxes,410832989.2,1.13086E+11,1.23707E+11
5/31/19,Social Insurance and Retirement Receipts:,null,null,null
5/31/19,Unemployment Insurance,11552609782,33008540639,36684241571
5/31/19,Other Retirement,467880876.9,3157895575,2877516314
5/31/19,Excise Taxes,7592611526,64084652883,55695342938
5/31/19,Estate and Gift Taxes,787851878.3,11347779512,15366018089
5/31/19,Department of Defense--Military Programs,61801451257,4.39289E+11,3.89897E+11
5/31/19,Department of Education,4979717873,52322638482,48973607938
5/31/19,Department of the Treasury:,null,null,null
4/30/19,Corporation Income Taxes,44688144826,1.12676E+11,1.20775E+11
4/30/19,Social Insurance and Retirement Receipts:,null,null,null
4/30/19,Employment and General Retirement (Off-Budget),95809000000,5.31211E+11,5.04194E+11
4/30/19,Employment and General Retirement (On-Budget),29102712015,1.66603E+11,1.58719E+11
4/30/19,Miscellaneous Receipts,8318611567,44583023306,62543737886
4/30/19,Total Receipts,5.35545E+11,2.04284E+12,2.00745E+12
4/30/19,(On-Budget),4.39736E+11,1.51163E+12,1.50326E+12
4/30/19,(Off-Budget),95809000000,5.31211E+11,5.04194E+11
4/30/19,Legislative Branch,420345214,2842615068,2721645611
4/30/19,Judicial Branch,619538784,4559388681,4446550656
4/30/19,Department of Agriculture,9939796027,95579108299,92328082019
4/30/19,Department of Commerce,815726472.3,6793853676,4440585908
4/30/19,Department of Defense--Military Programs,51945569549,3.77464E+11,3.39769E+11
4/30/19,Department of Education,6658237201,47342920609,43867194458
4/30/19,Department of Energy,2456010013,16089994888,14549615599
4/30/19,Department of Health and Human Services,1.04302E+11,6.87794E+11,6.31583E+11
4/30/19,Department of Homeland Security,4661956030,34287380285,44907111058
4/30/19,Department of Housing and Urban Development,3436692170,25940376883,25145042803
4/30/19,Department of the Interior,854487678.2,7405278701,7963040548
4/30/19,Department of Justice,2702582952,19831187884,20605563405
4/30/19,Department of Labor,3486641840,20474464098,24121802489
4/30/19,Department of State,2220872916,16334797892,14410612799
4/30/19,Department of Transportation,5091423899,40055086395,39228266811
4/30/19,Department of the Treasury:,null,null,null
4/30/19,Interest on Treasury Debt Securities (Gross),46552489671,3.0624E+11,2.82463E+11
4/30/19,Other,13194847903,1.11832E+11,1.13562E+11
4/30/19,Department of Veterans Affairs,17176087361,1.13809E+11,98679454263
4/30/19,Corps of Engineers,546935137.8,3976017622,3291456524
4/30/19,Other Defense Civil Programs,3600090238,36199457004,30818484268
4/30/19,National Aeronautics and Space Administration,1548056378,11288352381,11103748759
4/30/19,National Science Foundation,518374801,3876340522,3854197596
4/30/19,Office of Personnel Management,9373770688,60224909037,57324792703
4/30/19,Small Business Administration,87321767.29,-8708258.55,-591845053.6
4/30/19,Social Security Administration,92349954381,6.32776E+11,5.96063E+11
4/30/19,Independent Agencies,1409284927,14034057250,7698313584
4/30/19,Allowances,null,null,null
4/30/19,Undistributed Offsetting Receipts:,null,null,null
4/30/19,Interest,-6213416421,-72704561381,-75919990592
4/30/19,Total Outlays,3.7524E+11,2.57371E+12,2.3929E+12
4/30/19,(On-Budget),2.9923E+11,2.05426E+12,1.90692E+12
4/30/19,(Off-Budget),76010502682,5.19446E+11,4.85978E+11
4/30/19,Surplus (+) or Deficit (-),1.60305E+11,-5.3087E+11,-3.85445E+11
4/30/19,(On-Budget),1.40506E+11,-5.42635E+11,-4.03661E+11
4/30/19,(Off-Budget),19798497318,11764962819,18216138165
4/30/19,International Assistance Programs,1829770672,8427951898,9222284951
4/30/19,Other,-6844212952,-63624570537,-59545666136
4/30/19,Environmental Protection Agency,560012154.8,4974972620,4851003378
4/30/19,Executive Office of the President,36748627.21,231678581.2,220093303.3
4/30/19,General Services Administration,-98184750.45,-638919550.9,-285013718.1
4/30/19,Unemployment Insurance,9838895613,21455930856,24166358638
4/30/19,Other Retirement,378457059.2,2690014698,2525762368
4/30/19,Excise Taxes,7092917812,56492041357,48370199045
4/30/19,Estate and Gift Taxes,2269595348,10559927634,13715549219
4/30/19,Budget Receipts,null,null,null
4/30/19,Individual Income Taxes,3.32809E+11,1.05664E+12,1.0506E+12
4/30/19,Customs Duties,5237442304,39931461492,21840360053
4/30/19,Budget Outlays,null,null,null
3/31/19,Total Receipts,2.28811E+11,1.50729E+12,1.497E+12
3/31/19,(On-Budget),1.49414E+11,1.07189E+12,1.08427E+12
3/31/19,(Off-Budget),79396923852,4.35402E+11,4.1273E+11
3/31/19,Legislative Branch,354957955.4,2422269854,2349430016
3/31/19,Judicial Branch,604847819.5,3939849897,3847043338
3/31/19,Department of Commerce,844428907,5978127204,3867183633
3/31/19,Department of Defense--Military Programs,55395660380,3.25518E+11,2.98111E+11
3/31/19,Department of Education,6051758894,40684683408,37817968449
3/31/19,Department of Energy,2246212332,13633984874,12587249742
3/31/19,Department of Health and Human Services,1.00226E+11,5.83491E+11,5.63898E+11
3/31/19,Department of Housing and Urban Development,3445565295,22503684713,21533478415
3/31/19,Department of the Interior,795655134.8,6550791023,7123767656
3/31/19,Department of Justice,2692457429,17128604932,17632827277
3/31/19,Department of Agriculture,10544231765,85639312272,82743770641
3/31/19,Department of Homeland Security,4962503384,29625424254,40777380467
3/31/19,Customs Duties,5162674211,34694019188,18392373903
3/31/19,Employment and General Retirement (Off-Budget),79396923852,4.35402E+11,4.1273E+11
3/31/19,Employment and General Retirement (On-Budget),22393715258,1.375E+11,1.30955E+11
3/31/19,Budget Outlays,null,null,null
3/31/19,Budget Receipts,null,null,null
3/31/19,Individual Income Taxes,97236085460,7.23828E+11,7.36274E+11
3/31/19,Corporation Income Taxes,8793102869,67987356337,78607280344
3/31/19,Social Insurance and Retirement Receipts:,null,null,null
3/31/19,Unemployment Insurance,274594267.1,11617035243,14540814117
3/31/19,Department of Labor,2525493767,16987822258,20311910320
3/31/19,Department of State,2729246140,14113924975,12755675682
3/31/19,Department of Transportation,4811534075,34963662496,34527421304
3/31/19,Department of the Treasury:,null,null,null
3/31/19,Interest on Treasury Debt Securities (Gross),38938312951,2.59687E+11,2.40522E+11
3/31/19,Other,24442737831,98637491451,1.01718E+11
3/31/19,Department of Veterans Affairs,13382380528,96632525986,92947991958
3/31/19,Corps of Engineers,552565343.2,3429082484,3395442508
3/31/19,Other Defense Civil Programs,5606254517,32599366766,31961823206
3/31/19,Environmental Protection Agency,579508686.5,4414960466,4264180705
3/31/19,Executive Office of the President,27739643.36,194929954,187125938.7
3/31/19,General Services Administration,-137181330.6,-540734800.5,-142833537.4
3/31/19,International Assistance Programs,174160430.4,6598181226,7506225467
3/31/19,Other Retirement,359192748.2,2311557639,2181297053
3/31/19,Excise Taxes,7841433967,49399123545,41464797031
3/31/19,Estate and Gift Taxes,935168844.9,8290332285,11115410214
3/31/19,Miscellaneous Receipts,6418339011,36264411739,50742922006
3/31/19,National Aeronautics and Space Administration,1477623851,9740296003,9631983468
3/31/19,National Science Foundation,509120625.2,3357965721,3331639279
3/31/19,Office of Personnel Management,8413592769,50851138349,48591011091
3/31/19,Small Business Administration,-639647603.8,-96030025.84,-719032751.6
3/31/19,Social Security Administration,92048338881,5.40426E+11,5.13221E+11
3/31/19,Independent Agencies,28239939.34,12624772322,3075807925
3/31/19,Allowances,null,null,null
3/31/19,Undistributed Offsetting Receipts:,null,null,null
3/31/19,Interest,-1395333131,-66491144959,-69809560718
3/31/19,Other,-6482999688,-56780357585,-52861723118
3/31/19,Total Outlays,3.75756E+11,2.19847E+12,2.0967E+12
3/31/19,(On-Budget),2.90478E+11,1.75503E+12,1.68294E+12
3/31/19,(Off-Budget),85277858236,4.43436E+11,4.13763E+11
3/31/19,Surplus (+) or Deficit (-),-1.46945E+11,-6.91174E+11,-5.997E+11
3/31/19,(On-Budget),-1.41064E+11,-6.83141E+11,-5.98667E+11
3/31/19,(Off-Budget),-5880934384,-8033794174,-1033223887
2/28/19,Individual Income Taxes,56661213264,6.26592E+11,6.48114E+11
2/28/19,Corporation Income Taxes,-668533987.6,59194253468,73541102076
2/28/19,Social Insurance and Retirement Receipts:,null,null,null
2/28/19,Employment and General Retirement (Off-Budget),71875000000,3.56005E+11,3.37266E+11
2/28/19,Employment and General Retirement (On-Budget),20460192074,1.15106E+11,1.09558E+11
2/28/19,Unemployment Insurance,2420903320,11342440976,14155434830
2/28/19,Other Retirement,469187382.5,1952364891,1822319968
2/28/19,Excise Taxes,5353380559,41557689578,33615487059
2/28/19,Estate and Gift Taxes,1229331552,7355163441,9654342261
2/28/19,Customs Duties,5076213977,29531344977,15308759286
2/28/19,Miscellaneous Receipts,4388580037,29846071580,43136708512
2/28/19,Total Receipts,1.67265E+11,1.27848E+12,1.28617E+12
2/28/19,(On-Budget),95390468179,9.22477E+11,9.48906E+11
2/28/19,(Off-Budget),71875000000,3.56005E+11,3.37266E+11
2/28/19,Budget Outlays,null,null,null
2/28/19,Legislative Branch,370765424.5,2067311899,2001865346
2/28/19,Judicial Branch,745320407.9,3335002078,3214541356
2/28/19,Department of Agriculture,11312722070,75095080507,72792804006
2/28/19,Department of Commerce,921380828.4,5133698297,3160238597
2/28/19,Department of Defense--Military Programs,51368150012,2.70123E+11,2.42295E+11
2/28/19,Department of Housing and Urban Development,3861059162,19058119417,17854490301
2/28/19,Department of Justice,3136798197,14436146354,15288412586
2/28/19,Corps of Engineers,607702725.3,2876517141,2624594614
2/28/19,Other Defense Civil Programs,5378008129,26993112249,22430012120
2/28/19,Department of Education,7941657422,34632924513,30909973255
2/28/19,Department of Energy,2200070943,11387772543,10283109353
2/28/19,Department of Health and Human Services,98152930101,4.83265E+11,4.37714E+11
2/28/19,Department of Homeland Security,4892768035,24662894206,34974874095
2/28/19,Department of the Interior,1359086898,5755135888,6158704747
2/28/19,Executive Office of the President,48670893.77,167190310.6,157394268.9
2/28/19,General Services Administration,-939045432.3,-403553469.9,-196305459.9
2/28/19,International Assistance Programs,2094172051,6424020796,7010161806
2/28/19,National Aeronautics and Space Administration,1898746417,8262672152,8011396922
2/28/19,Allowances,null,null,null
2/28/19,Other,-8058050730,-50297357897,-46632081456
2/28/19,Total Outlays,4.01243E+11,1.82271E+12,1.67713E+12
2/28/19,(On-Budget),3.16103E+11,1.46455E+12,1.34334E+12
2/28/19,(Off-Budget),85139751332,3.58158E+11,3.33786E+11
2/28/19,Surplus (+) or Deficit (-),-2.33977E+11,-5.44229E+11,-3.90956E+11
2/28/19,(On-Budget),-2.20712E+11,-5.42077E+11,-3.94437E+11
2/28/19,(Off-Budget),-13264751332,-2152859791,3480335112
2/28/19,Environmental Protection Agency,913670819,3835451779,3676421499
2/28/19,National Science Foundation,653117399.6,2848845096,2796530501
2/28/19,Office of Personnel Management,8044187236,42437545580,40414098379
2/28/19,Small Business Administration,112244554.7,543617578,737676526.6
2/28/19,Social Security Administration,91567318528,4.48378E+11,4.2182E+11
2/28/19,Independent Agencies,1739755939,12596532383,4961022983
2/28/19,Undistributed Offsetting Receipts:,null,null,null
2/28/19,Interest,-2053996669,-65095811828,-66578773352
2/28/19,Department of Labor,4314835787,14462328490,15972087756
2/28/19,Department of State,1411606703,11384678835,10677987738
2/28/19,Department of Transportation,6554964644,30152128420,29095661262
2/28/19,Department of the Treasury:,null,null,null
2/28/19,Interest on Treasury Debt Securities (Gross),28716710992,2.20749E+11,2.02018E+11
2/28/19,Other,55820099846,74194753620,72352126455
2/28/19,Department of Veterans Affairs,16155287671,83250145458,69132177280
2/28/19,Budget Receipts,null,null,null
1/31/19,Individual Income Taxes,1.97136E+11,5.69931E+11,6.02726E+11
1/31/19,Corporation Income Taxes,6753689246,59862787456,75533436980
1/31/19,Social Insurance and Retirement Receipts:,null,null,null
1/31/19,Other Retirement,256464010.3,1483164161,1486098606
1/31/19,Excise Taxes,6775699427,36204309019,27737588061
1/31/19,Estate and Gift Taxes,1092335384,6125831888,7550152323
1/31/19,Customs Duties,6627975608,24455131000,12634326556
1/31/19,Miscellaneous Receipts,6530441767,25457619903,32636731373
1/31/19,Total Receipts,3.3998E+11,1.11122E+12,1.13055E+12
1/31/19,(On-Budget),2.53837E+11,8.27087E+11,8.61728E+11
1/31/19,(Off-Budget),86143000000,2.8413E+11,2.68821E+11
1/31/19,Legislative Branch,418891167.9,1696533128,1668616004
1/31/19,Judicial Branch,512237531.5,2589681670,2611588223
1/31/19,Department of Agriculture,13122304918,63782358437,63638688642
1/31/19,Department of Commerce,431743532.3,4214850893,2438423984
1/31/19,Department of Defense--Military Programs,46828350985,2.18755E+11,1.95844E+11
1/31/19,Department of Education,9708116172,26691267091,23063615314
1/31/19,Department of Energy,2565982488,9187701599,8292140929
1/31/19,Department of Health and Human Services,96084673425,3.85112E+11,3.47637E+11
1/31/19,Department of Homeland Security,3242912998,19770117911,29979048932
1/31/19,Department of Housing and Urban Development,3797008268,15197060255,14445205922
1/31/19,Department of the Interior,725040405.4,4396048990,5284259991
1/31/19,Department of Justice,2462327136,11300790855,12184091391
1/31/19,Department of Labor,4983277824,10147492703,11467018538
1/31/19,Department of State,1667845888,9973072133,8937072019
1/31/19,Department of Transportation,4377442645,23597163776,24123366884
1/31/19,Interest on Treasury Debt Securities (Gross),27810825237,1.92032E+11,1.74068E+11
1/31/19,Department of Veterans Affairs,8614112926,67094857787,54265685093
1/31/19,Corps of Engineers,592501965,2268814416,2013045466
1/31/19,Other Defense Civil Programs,1746922788,21615104120,17790108490
1/31/19,Executive Office of the President,8509836.78,118519416.8,131891484.3
1/31/19,General Services Administration,655856099.2,535491962.4,-143302154.6
1/31/19,International Assistance Programs,831500747.2,4329848745,6233106186
1/31/19,National Aeronautics and Space Administration,878150858.5,6363925736,6632374041
1/31/19,National Science Foundation,460732746.6,2195727697,2274748608
1/31/19,Office of Personnel Management,9378482870,34393358344,32175927691
1/31/19,Small Business Administration,89729458.09,431373023.4,586177783
1/31/19,Social Security Administration,86767896592,3.56811E+11,3.35532E+11
1/31/19,Independent Agencies,2892805127,10850953762,3610707235
1/31/19,Undistributed Offsetting Receipts:,null,null,null
1/31/19,Interest,-129972925.5,-63041815159,-63314971063
1/31/19,Other,-6080456273,-42239307167,-40019209746
1/31/19,Total Outlays,3.31297E+11,1.42147E+12,1.30627E+12
1/31/19,(On-Budget),2.56094E+11,1.14845E+12,1.05212E+12
1/31/19,(Off-Budget),75203186809,2.73018E+11,2.5415E+11
1/31/19,Surplus (+) or Deficit (-),8682866611,-3.1025E+11,-1.75717E+11
1/31/19,(On-Budget),-2256946580,-3.21362E+11,-1.90388E+11
1/31/19,(Off-Budget),10939813191,11111891541,14671093028
1/31/19,Environmental Protection Agency,622281816.6,2921780960,3097159124
1/31/19,Allowances,null,null,null
1/31/19,Employment and General Retirement (Off-Budget),86143000000,2.8413E+11,2.68821E+11
1/31/19,Employment and General Retirement (On-Budget),25625907335,94645916463,90059921692
1/31/19,Unemployment Insurance,3038251494,8921537656,11364293726
1/31/19,Budget Receipts,null,null,null
1/31/19,Budget Outlays,null,null,null
1/31/19,Department of the Treasury:,null,null,null
1/31/19,Other,5229146778,18374653779,19718725978
12/31/18,Undistributed Offsetting Receipts:,null,null,null
12/31/18,Budget Receipts,null,null,null
12/31/18,Estate and Gift Taxes,1674627407,5033496504,5267073837
12/31/18,(Off-Budget),69584923852,1.97987E+11,1.86318E+11
12/31/18,Legislative Branch,460989486.3,1277641960,1187029455
12/31/18,Judicial Branch,628095692.6,2077444138,1978438921
12/31/18,Department of Agriculture,15244983565,50660053519,51912995230
12/31/18,Department of Commerce,1012735923,3783107360,1562933407
12/31/18,Department of Defense--Military Programs,51445113066,1.71926E+11,1.58556E+11
12/31/18,Department of Education,6255624500,16983150919,13453406129
12/31/18,Department of Transportation,6352992278,19219721131,18657367937
12/31/18,Interest on Treasury Debt Securities (Gross),97202544982,1.64221E+11,1.46253E+11
12/31/18,Other,257774657.4,13145507001,13477865219
12/31/18,Department of Veterans Affairs,16063009372,58480744860,46570434781
12/31/18,Corps of Engineers,263573358.2,1676312451,1604033154
12/31/18,Other Defense Civil Programs,5406180874,19868181331,16780072201
12/31/18,Environmental Protection Agency,808362206.6,2299499144,2407598580
12/31/18,Office of Personnel Management,7746365352,25014875474,23923660089
12/31/18,Small Business Administration,130875291.7,341643565.3,402750128.8
12/31/18,Social Security Administration,88752393922,2.70043E+11,2.53274E+11
12/31/18,Independent Agencies,-188433260.5,7958148635,1525152278
12/31/18,Interest,-61702140688,-62911842234,-61213270586
12/31/18,Surplus (+) or Deficit (-),-13539358629,-3.18933E+11,-2.24954E+11
12/31/18,(On-Budget),-41536717110,-3.19105E+11,-2.27308E+11
12/31/18,(Off-Budget),27997358481,172078349.7,2354394391
12/31/18,Individual Income Taxes,1.50557E+11,3.72794E+11,3.86413E+11
12/31/18,Corporation Income Taxes,46754897494,53109098210,64207680343
12/31/18,Social Insurance and Retirement Receipts:,null,null,null
12/31/18,Employment and General Retirement (Off-Budget),69584923852,1.97987E+11,1.86318E+11
12/31/18,Employment and General Retirement (On-Budget),24342781444,69020009128,65383170739
12/31/18,Unemployment Insurance,291882858.8,5883286162,6222441247
12/31/18,Other Retirement,423639732.1,1226700151,1096625303
12/31/18,Excise Taxes,7178692454,29428609592,21570057357
12/31/18,Other,-6613114081,-36158850894,-33556924398
12/31/18,Total Outlays,3.26123E+11,1.09017E+12,9.94466E+11
12/31/18,(On-Budget),2.84536E+11,8.92355E+11,8.10502E+11
12/31/18,(Off-Budget),41587565372,1.97815E+11,1.83964E+11
12/31/18,Department of Energy,1895334811,6621719112,6217779969
12/31/18,Department of Health and Human Services,71255993665,2.89027E+11,2.57238E+11
12/31/18,Department of Homeland Security,6526576828,16527204913,23379334512
12/31/18,Department of Housing and Urban Development,3954473932,11400051988,10829427094
12/31/18,Department of the Interior,1062929396,3671008585,3892890609
12/31/18,Department of Justice,3947426329,8838463718,8679526063
12/31/18,Department of Labor,4045802202,5164214879,5572657743
12/31/18,Department of State,2037704345,8305226244,6929028611
12/31/18,Department of the Treasury:,null,null,null
12/31/18,Allowances,null,null,null
12/31/18,Customs Duties,5991866011,17827155392,9446249138
12/31/18,Miscellaneous Receipts,5783271932,18927178136,23587502976
12/31/18,Total Receipts,3.12584E+11,7.71237E+11,7.69512E+11
12/31/18,(On-Budget),2.42999E+11,5.7325E+11,5.83193E+11
12/31/18,Budget Outlays,null,null,null
12/31/18,Executive Office of the President,32802652.91,110009580.1,98793353.2
12/31/18,General Services Administration,-306842870.3,-120364136.9,90756610.05
12/31/18,International Assistance Programs,-449172084.5,3498347998,5769831190
12/31/18,National Aeronautics and Space Administration,1991764723,5485774877,5310741713
12/31/18,National Science Foundation,600676461.6,1734994950,1699193213
11/30/18,Individual Income Taxes,93370968243,2.22237E+11,2.26535E+11
11/30/18,Corporation Income Taxes,-1645941749,6354200716,1424540752
11/30/18,Estate and Gift Taxes,1405199188,3358869097,3545627792
11/30/18,Customs Duties,6284730077,11835289381,6339534683
11/30/18,Miscellaneous Receipts,6090795061,13143906204,16951059039
11/30/18,Total Receipts,2.05961E+11,4.58653E+11,4.43715E+11
11/30/18,(On-Budget),1.39336E+11,3.30251E+11,3.19198E+11
11/30/18,Legislative Branch,372323679.7,816652473.5,775659414.9
11/30/18,Judicial Branch,777380102.2,1449348446,1247824527
11/30/18,Department of Agriculture,17103475960,35415069954,38574735095
11/30/18,Department of Commerce,2109915798,2770371437,1406800526
11/30/18,Department of Defense--Military Programs,57095520209,1.20481E+11,1.01891E+11
11/30/18,Department of Education,5630215483,10727526419,8900516604
11/30/18,Department of Energy,1807529078,4726384301,4294800561
11/30/18,Department of Health and Human Services,1.20606E+11,2.17771E+11,1.68064E+11
11/30/18,Department of Homeland Security,4663004200,10000628085,16982120300
11/30/18,Department of Housing and Urban Development,3663717562,7445578056,6961756468
11/30/18,Department of the Interior,477657553.7,2608079189,2289826741
11/30/18,Department of Justice,3279297366,4891037389,6450408859
11/30/18,Department of Labor,3285801816,1118412676,1079704199
11/30/18,Department of State,3268005022,6267521900,4728475288
11/30/18,Executive Office of the President,44748270.2,77206927.15,60467771.17
11/30/18,Small Business Administration,110885904.2,210768273.6,252410071.9
11/30/18,Social Security Administration,92638420351,1.8129E+11,1.64252E+11
11/30/18,Independent Agencies,4788917854,8146581896,2724835245
11/30/18,Undistributed Offsetting Receipts:,null,null,null
11/30/18,Interest,-2538345565,-1209701546,-1677354729
11/30/18,Other,-6068693551,-29545736813,-27232189603
11/30/18,Total Outlays,4.10864E+11,7.64046E+11,6.45476E+11
11/30/18,Budget Receipts,null,null,null
11/30/18,(On-Budget),3.28697E+11,6.07819E+11,4.99188E+11
11/30/18,(Off-Budget),82166306924,1.56227E+11,1.46288E+11
11/30/18,Surplus (+) or Deficit (-),-2.04903E+11,-3.05394E+11,-2.01761E+11
11/30/18,(On-Budget),-1.89361E+11,-2.77568E+11,-1.7999E+11
11/30/18,(Off-Budget),-15541306924,-27825280131,-21771370890
11/30/18,National Science Foundation,502317078.9,1134318488,1202338318
11/30/18,Budget Outlays,null,null,null
11/30/18,Department of Transportation,6466481654,12866728853,12502780022
11/30/18,Department of the Treasury:,null,null,null
11/30/18,Interest on Treasury Debt Securities (Gross),35371318650,67018850756,62425984278
11/30/18,Other,6790655848,12887692600,10545250497
11/30/18,Department of Veterans Affairs,25577811256,42417735488,22934624360
11/30/18,Corps of Engineers,771444963.3,1412739093,682277516.4
11/30/18,Other Defense Civil Programs,9714605053,14462000457,6688684886
11/30/18,Environmental Protection Agency,760828754.2,1491136937,1456233995
11/30/18,Allowances,null,null,null
11/30/18,(Off-Budget),66625000000,1.28402E+11,1.24517E+11
11/30/18,General Services Administration,139133285.7,186478733.5,75559539.99
11/30/18,International Assistance Programs,1838558179,3947520083,4908099097
11/30/18,National Aeronautics and Space Administration,1706693615,3494010155,3188209823
11/30/18,Office of Personnel Management,8107839908,17268510122,16837949644
11/30/18,Social Insurance and Retirement Receipts:,null,null,null
11/30/18,Employment and General Retirement (Off-Budget),66625000000,1.28402E+11,1.24517E+11
11/30/18,Employment and General Retirement (On-Budget),23199412506,44677227684,43111526514
11/30/18,Unemployment Insurance,2650385421,5591403303,5912986595
11/30/18,Other Retirement,445979453.6,803060418.9,674393645.2
11/30/18,Excise Taxes,7534600374,22249917138,14702985567
10/31/18,Individual Income Taxes,1.28866E+11,1.28866E+11,1.27832E+11
10/31/18,Corporation Income Taxes,8000142466,8000142466,3728989297
10/31/18,Customs Duties,5550559304,5550559304,3239205175
10/31/18,Miscellaneous Receipts,7053111143,7053111143,7444538801
10/31/18,(On-Budget),1.90915E+11,1.90915E+11,1.75308E+11
10/31/18,(Off-Budget),61777000000,61777000000,60033000000
10/31/18,Legislative Branch,444328793.8,444328793.8,401225210.1
10/31/18,Judicial Branch,671968343.7,671968343.7,620832017.6
10/31/18,Department of Commerce,660455639,660455639,670334243
10/31/18,Department of Defense--Military Programs,63385595053,63385595053,57040595570
10/31/18,Department of Education,5097310936,5097310936,4622000919
10/31/18,Department of Energy,2918855223,2918855223,2462024137
10/31/18,Department of Health and Human Services,97165217712,97165217712,69223861250
10/31/18,Department of Homeland Security,5337623885,5337623885,8293992549
10/31/18,Department of Housing and Urban Development,3781860494,3781860494,3381503455
10/31/18,Department of the Interior,2130421635,2130421635,1098951202
10/31/18,Department of Justice,1611740023,1611740023,3046007311
10/31/18,Department of Labor,-2167389140,-2167389140,-2391093320
10/31/18,Department of State,2999516878,2999516878,2031479725
10/31/18,Department of Transportation,6400247200,6400247200,6338588199
10/31/18,Interest on Treasury Debt Securities (Gross),31647532106,31647532106,24411569716
10/31/18,Other,6097036752,6097036752,5483351071
10/31/18,Department of Veterans Affairs,16839924233,16839924233,8265427111
10/31/18,Corps of Engineers,641294129.5,641294129.5,117060510.7
10/31/18,Other Defense Civil Programs,4747395404,4747395404,2298934788
10/31/18,Environmental Protection Agency,730308182.7,730308182.7,752248483
10/31/18,Executive Office of the President,32458656.95,32458656.95,29616987.34
10/31/18,Undistributed Offsetting Receipts:,null,null,null
10/31/18,Interest,1328644019,1328644019,3052008046
10/31/18,Other,-23477043262,-23477043262,-21315026841
10/31/18,Total Outlays,3.53183E+11,3.53183E+11,2.98555E+11
10/31/18,(On-Budget),2.79122E+11,2.79122E+11,2.29104E+11
10/31/18,(Off-Budget),74060973207,74060973207,69450571957
10/31/18,Surplus (+) or Deficit (-),-1.00491E+11,-1.00491E+11,-63214017967
10/31/18,(On-Budget),-88207169338,-88207169338,-53796446010
10/31/18,Total Receipts,2.52692E+11,2.52692E+11,2.35341E+11
10/31/18,Department of Agriculture,18311593994,18311593994,21889119636
10/31/18,Department of the Treasury:,null,null,null
10/31/18,(Off-Budget),-12283973207,-12283973207,-9417571957
10/31/18,Social Insurance and Retirement Receipts:,null,null,null
10/31/18,Employment and General Retirement (Off-Budget),61777000000,61777000000,60033000000
10/31/18,Estate and Gift Taxes,1953669909,1953669909,1614520418
10/31/18,General Services Administration,47345447.75,47345447.75,-55148591.93
10/31/18,International Assistance Programs,2108961903,2108961903,3007416801
10/31/18,National Aeronautics and Space Administration,1787316539,1787316539,1531395896
10/31/18,Allowances,null,null,null
10/31/18,Employment and General Retirement (On-Budget),21477815178,21477815178,20766604420
10/31/18,Unemployment Insurance,2941017882,2941017882,2882930348
10/31/18,Other Retirement,357080965.3,357080965.3,335454278.1
10/31/18,Excise Taxes,14715316764,14715316764,7463125946
10/31/18,Budget Outlays,null,null,null
10/31/18,Budget Receipts,null,null,null
10/31/18,National Science Foundation,632001409.5,632001409.5,641752716
10/31/18,Office of Personnel Management,9160670214,9160670214,8505993217
10/31/18,Small Business Administration,99882369.46,99882369.46,110729823.3
10/31/18,Social Security Administration,88651930609,88651930609,80309506406
10/31/18,Independent Agencies,3357664041,3357664041,2678410499
9/30/18,Budget Receipts,null,null,null
9/30/18,Unemployment Insurance,248190933.8,45041614845,45808340166
9/30/18,Excise Taxes,16079013449,94988171026,83822381041
9/30/18,Estate and Gift Taxes,2289621709,22983076198,22767709580
9/30/18,Legislative Branch,367863044.1,4670385995,4498996563
9/30/18,Judicial Branch,623617643.1,7779123450,7566439724
9/30/18,Department of Agriculture,6437151091,1.36713E+11,1.27563E+11
9/30/18,Department of Commerce,546131403.9,8561936061,10303767794
9/30/18,Department of Defense--Military Programs,48986401145,6.00706E+11,5.68905E+11
9/30/18,Department of Education,5417173105,63707443280,1.11702E+11
9/30/18,Department of Energy,2711712099,26480712547,25796029415
9/30/18,Department of Health and Human Services,69965593791,1.1205E+12,1.11676E+12
9/30/18,Department of Homeland Security,4782085353,68373576684,50502109694
9/30/18,Department of Housing and Urban Development,1140476046,54664857533,55623138273
9/30/18,Department of the Interior,367186300.2,13210471442,12141331680
9/30/18,Other,-35181841074,1.07894E+11,89444940080
9/30/18,Department of Veterans Affairs,8225149209,1.78509E+11,1.7605E+11
